review,label
"Paylater nya menjebak,harganya di up 4% terus bunga nya edan,waktu transaksi ga tertera nilai pelayanan (bunga)nya pas bayar baru nampak bunga nya 40% yang mencekik trus pas mau dibayar ada biaya lagi pelayanan 2% .jadi total bunga(biaya layanan) 46% gila kaya rampokadi hati2 menggunakan paylater di buka lapak,saya saja langsung uninstal",Negatif
"Shopee sudah mulai kembali menjadi salah satu favorit belanja online saya,tapi mohon tlg Pihak Shopee agar waktu estimasi tibanya belanjaan para pelanggan jangan sampai 5atau 6hari dong kalau bisa waktu estimasi tibanya paket pesanan para pelanggan Shopee nya cukup 3atau 4 hari sajalah,ok? Dan mohon tolong penukaran poin belanja dikasih full kembali dong spt dulu lagi,ok?",Negatif
"Cuma SiCepat & Antaraja yang rekomen jadi kurir rekomendasi 👍 SAPX, ID Expres, Lion Parcel seperti SAMPAH pengirimannya!!! Padahal sudah dari dulu saya pakai applikasi Tokopedia ini, sebelum ada kurir rekomendasi (SAPX, ID Expres, Lion Parcel) pengiriman sangat2 menyenangkan karna selalu tepat waktu, bahkan applikasi orangepun terabaikan. Bila Tokopedia jadi buruk seperti ini pengirimannya, lebih baik saya beralih keapplikasi SHOPEE!",Negatif
Balanja online selalu pakai Shopee karena sudah terjamin keamanannya.. banyak harga bersahabat banyak gratis ongkir dan vouchernya.. makasii Shopee.. Saran dari saya untuk pengiriman sebaiknya pakai spx / jnt.,Negatif
"Penarikan dana dari blipay lama nunggu sampai 6 hari , beli token lama gak ke kirim dsn akhirnya di batalkan setelah 6 jam ,,, mau sama kompetiror bos , JANGAN PERNAH INSTAL APK INI , AWAS ANDA KECEWA DI KEMUDIAN HARI !!!!!!",Negatif
"Pengalaman pertama pesan barang di ZALORA dikasih pengiriman lewat ID express, 2 kali gagal pengiriman padahal kurir nya udh nge WA dan udah di blz, kayaknya kurir nya memang sambir main si, kecewa bangetttttttt kapok order barang di aplikasi ini.",Negatif
"Jujur aja bagi saya sendiri bukalapak semakin update, semakin mnurun kualitasnya, semua serba terbatas, di app saya semua untuk pengiriman jayapura tidak dapat dijangkau pelapak, padahal sebelumnya aman2 aja. Lalu appnya juga kadang bukanya lambat (mungkin faktor hp juga sih). Tapi intinya kualitasmu drop. Saran aja kalau blum matang untuk update aplikasi mending jangan, ujung2nya mengecewakan.",Negatif
"Aplikasinya terlalu berat, seperti RAM; Bandwitch & Sizenya. (*Note; Jikalau digunakan di Smarphone berdaya rendah/ tipe lama maka tidak akan baik performa diawal buka aplikasi/ loading lama).",Negatif
Udah update berapa kali sampai di uninstall dan login kembali tapi tetap aja apk nya gak berfungsi gak bisa check out gak bisa cek di kemas atau dikirim pokok nya apiknya gak berfungsi dengan baik kenapa EA,Negatif
"Sulit untuk daftar, kirim kode otp malah ke nomor yg tidak terdaftar di Gmail.",Negatif
"Coba ikut serbu seru stack terus di pembayaran via dana, jaringan lancar bahkan ml saja libas anti nge lag, lah ini masuk pembayaran loh, gak bisa",Negatif
Good job tambahain lagi limit paylater nya dong biar semangat belanjanya masa gak naik2 sdh 2tahun....mantap pisan pokona mah..oooh iya no tlp pusat layanan nya brp ya ...ini saya ada kendala saya mau transaksi menggunakan paylater eeeh malah di bekukan...,Negatif
"Keamanan nya kurang, masa di buka lapak saya banyak transaksi padahal saya gk pernah pake bukalapak, udah gitu respon nya kurang. Aplikasi ini gampang di bobol orang",Negatif
"baguss bgtt pokonya,kalo barangnya ga sesuai bisa di return+ada sistem gtw(garansi tepat waktu)jadi kalo barangnya blm sampe pas tanggalnya bisa dapet voucher 😋",Negatif
"saya baru pertama kali belanja di tokopedia,setelah berhasil saya transfer pesanan saya pun langsung digagalkan,ntah apa sebab nya saya tidak tahu,bagi saya belanja ditokopedia tidak recomendasi",Negatif
"Aplikasi aneh dasar, gak di buka tp kok ngiklan trus di layar, mana ngebuka sendiri lg aplikasinya Dasar SAMPAH Aplikasi yg sangat sangat mengganggu Mending pindah ke aplikasi lain dr pd keganggu sama iklan2 SAMPAH dr aplikasi ini",Negatif
"Bukalapak sudah dijebol hacker, setiap saya masuk ke akun saya, ada perangkat lain yang masuk dgn IP yang berbeda dan herannya otp nya dikirim ke whatsapp bukan sms. Kalau ke whatapp mudah dijebol tetapi kalau sms dikirimnya pribadi. Terakhir saya mau masuk ke akun bukalapak tidak bisa karena saya minta kirim kode rahasia ke sms, tetapi tidak dikirim. Sudah berapa kali diulangi, tidak bisa juga. Hati-hati pengguna bukalapak, lihat diprofil kamu berapa perangkat yang masuk di akun kamu.",Negatif
"Kondisi internet wifi/data seluler sangat sangat sangat baik, memori tidak penuh tapi entah kenapa aplikasi shopee sangat ngelag... saya buka apk toko online sebelah tidak apa apa. LALUUU... saat ada voucher 5 menit, saya sudah stay 5 menit sebelum mulai, saat di refresh malah layar area voucher putih setelah selesai loading dan malah baru muncul setelah waktu habis🤨😭🤯 mohon untuk perbaikan lag dan masalah yg saya alami kedua itu. Banyak pengguna yg mengeluh karna lag/lemot pada shopee..😪😪",Negatif
Akses bukasend makin satset di shortcut HP kamu....MAU?........ klik.......Link tidak valid....... wkwkwkwkwk.....aplikasi apaan ini,Negatif
"Lazada gak mau rugi kali ya masa gw main tap & win dapat set pisau sama sabun, tulisan ya kesalahan sistem...pas dicoba lagi arah ya ke voucher trus...mending gak usah bikin tap & win...kalau gak mau rugi..😵‍💫😵‍💫, voucher 8rb doang harus belanja 300rb, apalagi gratis ongkir ya kagak ada voucher...lebih mahal ongkir 9rb...",Negatif
"Zalora gimana sih kok mau²nya nampung penipu kayak HANLIM 🤬🤬🤬 harusnya zalora lebih selektif lagi!!! Itu EVERNOON juga masih ada, padahal katanya EVERNOON pemiliknya ada kaitan sama HANLIM Zalora coba dicek lagi EVERNOON juga nipu gak kayak HANLIM!! 🤬🤬🤬",Negatif
"Aplikasi sangat jelek dan merugikan seklai, mulai dari barang di cencel sepihak dari aplikasi, trus pengirim shopee expres jelek sekali, saya pilih yg reguler pekat saya gak sampe sempe malah di cancel pihak shopee,, pusat bantuan gak membantu sama sekali dan gak kasih solusi yg pasti. Terus nomor hp kadang tertulis sudah di gunakan pas login gak bisa.. saran saya hapus aja applikasi ini..",Negatif
"Aplikasi nggak bermutu......kurir terbatas,pengiriman sangat lama...barang dipesan timbul hilang sendiri di aplikasi,aplikasi kont**L..!",Negatif
"Untuk aplikasi nya bagus Namun pengiriman yg menggunakan jasa ANTERAJA mending gg usah di pakek, Pelayanannya kurang memuaskan,lama,harus di ambil sendiri ke kantornya tidak memuaskan sama sekali🙏🙏",Negatif
"Aku baru menggunakan Lazada, cukup menarik. Banyak voucher diskon dan gratong. Minusnya di point alamat tidak bisa memberikan titik kordinat sehingga kurir pengantar paket kadang kebingungan alamatku rumahku dimana.karena agak jauh ke jalan raya",Negatif
"udah lama pake shopee so far baguss tokonya juga terjamin tapi kembali lagi ke customer harus pintar-pintar pilih toko yang amanah. Oh iya, saran aja salah satu jasa pengiriman (si ungu) mending hapus aja soalnya banyak customer yang komplain sama pelayanannya mending pakai spx hemat atau j&t aja yang jadi opsi pengiriman thank :)",Negatif
Setelah update aplikasi shopee transaksi biasanya hanya dgn finger print tp kali ini diminta pin number tp slalu gagal walau sudah bolak balik verifikasi sudah 2 hari waktu saya terbuang hanya mengurus ini shopee pay slalu trouble. Stelah saya kuras saldo saya mungkin akun saya akan saya hapus krena sangat merepotkan..⚠️,Negatif
"aplikasi cacat, cs lemot bgt, misi petani juga ga bisa ke buka, mental terus, akun juga suka tiba2 ke logout padahal ga ngapa2in",Negatif
Gw transfer duit malah pembayaran ga berhasil gimana sih ini blibli,Negatif
"Nyari sepatu malah iklan baju yg muncul, cewek lagi, padahal kategori sepatu sport pria, apa guna nya tuh fillter kalo barangyg muncul ga sesuai, kok zalora sekarang jelek banget aplikasi nya, barang ga sesuai kategori, jadi ribet mau belanja, uninstal aja lah",Negatif
Voucher diskon baru di pake buat cek harga malah hangus udah gitu kepakenya otomatis pula auto unistal,Negatif
"Bukannya tambah murah tambah mahal,mana ada yang mau belanja kalau mahal,coba di adakan lagi murahnya pool sama gratis vocer gratis ongkir.mana tidak bisa di buka di hp ram kecil 512.coba dong setiap buat aplikasi maupun aplikasi gojek,smule,whatsap,tiktok,kalau bisa tanpa iklan,tanpa ngelag lelet lemot,dan bisa bayar di tempat melalui si pengirim,tanpa besar mb kalau bisa 3MB saja jangan ratusan MB,dan bisa di gunakan di ram 512,dan sesuai produk foto,barang yang original,estimasi 2 atau 3 hari",Negatif
"Ini kenapa tiba-tiba barang pada habis semua, bukan 1 2 brand, tp semua brand pada kosong yg dijual blibli?? Seperti brand dc, quiksilver, billabong, 2xu, new balance, spalding dll.. Apakah sistem down? Apa gimana? Saya mau beli barang ini aastaga, cuma ada di blibli doang",Negatif
"Barang gak dikirim², status menunggu terus, chat CS cuma boot aja, buruk sekali zalora",Negatif
"Cod gua di blokir padahal gua cuma hapus download kalo mau pesen, dan gua ga malsuin ident, tpi knp di blokir padahal barang barang yg datang selalu saya bayar, Terlalu aneh untuk apk sekelas shoppe memiliki bug aneh seperti ini.",Negatif
"Aplikasinya skrg lamaaaa banget buka seluruh menu, sampai saya kira kuota internet yg habis, tapi buka marketplace tetangga lancar2 aja gak ada lag...perbaiki fitur pencarian di menu beranda, kalau saya ketik ""baja ringan"" malah tampil alat2 pendukung kerjaan seputar ""baja ringan"" (gunting baja, baut baja)...mestinya yg muncul itu ""baja ringan"" benda utamanya, misal Kanal C atau besi holo 4x4...jadi males nyari apa2 lg di BL",Negatif
Sekarang parah sih menurut saya di shopee 1. Untuk bayar iklan ada admin ya 2.500 2. Untuk pengajuan pengembalian yg tanggung ongkir nya oleh penjual tidak gratis ongkir seperti dulu 3. Dan untuk pengajuan pengembalian penjualan tidak adanya Banding terlebih dahulu dan pembeli seenaknya mengajukan pengembalian padahal barang sudah sesuai Tolong harus segera di perbaiki sebagai penjual sangat tidak ada untung nya sama sekali di tambah persaingan harga sangat sangat ketat Kembalikan sistem!!!,Negatif
"Kecewa banget sama program traktiran pengguna baru. Jelas-jelas ibu saya daftar sebagai pengguna baru, tapi pas udah bayar pesanan promo pengguna baru malah dibatalin sistemnya dengan alasan tidak memenuhi syarat. Heran banget, sumpah kaya program bohongan tuh. Saya kasih penilaian ini karena udah lama banget belanja lewat tokopedia dan mungkin banyak pengguna baru lain yang ngalamin kaya ibu saya.",Negatif
"Tanya dong, bagaimana cara ajukan garansi toko ( katanya 1 tahun), hp baru 3 bulan sudah melembung baterenya dan tidak mau hidup. Saya tanya di sini karena di fitur Bukalapak tak ada, dan pelapak di chatt tidak respon",Negatif
"Saya akhir akhir ini kecewa SM lazada, karena sistem gratis ongkirnya dikit banget potongannya... Jadi mau beli barang yg di choice berat di ongkir ... Ke Medan ongkir nya 57.000, potongannya cuma 20 rb.. nambah barang dikira ongkir bisa makin dikit ehh malah tambah mahal.. jadi hanya produk tertentu saja saya belanja di lazada seperti produk yg 1 daerah... Tolong dong gratis ongkirnya seperti dulu.. biar saya bisa belanja dari luar kota... Padahal saya sudah klop dengan lazada dulu...😔",Negatif
"Dapet voucher diskon 50% dipake belanja tapi malah di batalin otomatis sama tokped, chat cs juga ga dapet solusi Padahal 2 hari sebelum nya aman aman aja saya bisa co pake voucher itu, saya pake 1 akun, 1 identitas, 1 alamat, pembayaran juga pake GO-PAY pribadi, tapi tetep ga dapet solusi apa apa. Pengaduan ke cs malah diulang lagi diulang lagi nulis kendala, capek 😌",Negatif
"Sudah ngga bagus kaya dulu lg, kebanyakan iklan, pasang iklan motor dibatasi, kalo mau lebih harus bayar, hee...deeh😔😔😔😔",Negatif
Kenapa ya? Saya beli sepatu order size 42 tp yg dikirim size 41? Saya jadi gabisa pakai. Mau kembalikan baarang malah gak dikasi stiker pengembalian barang.,Negatif
"Tokonya banyak penipu. Saya pesan 2 pcs yang datangnya hanya 1. Diprotes, banyak alasan. gak bertanggung jawab banget. Banyak syaratnya, bikin pusing. Tokonya banyak yg gak tanggung jawab kirim kekurangannya pesanan.",Negatif
"ikut jd aff nya ada yg order produk saya promosikan , udah 52k komisi nya, gak valid semua, krna di bilang kerja sama ma pembeli, pada hal pembli gaak nitip, gak ikhlas saya , saya sumpain shopee mkin bangkrut, gak ikhlas dunia akhirat, khusus untuk shopee, bukan 52k aja,, setiap yg order produk sama gak vlid semua,, saya hitung komisi 250k lbih gak vlid khususs yg order produk itu aja doa terburuk untuk mu shopee",Negatif
"Bagus banget, bisa simpan pelanggan, hutang dan tau untung nya berapa tiap transaksi",Negatif
"Goblokk banget nihh apk dulu semuanya aman² aja tp sekarang mau mencairkan lazrewads aja ga bisa udah 4 hari ini tetep ga bisa cair dengan alesan "" saat ini tidak dapat memproses lazRewards anda. Silahkan coba lagi nanti. Terimakasih telah menunggu!"" , pdhl udh di tunggu² tetep aja ga bisa cair , sinyal jg oke² aja tolong utk segera di perbaiki sblm banyak yg pindah ke apk sebelah!!!!!!",Negatif
"Tokopedia care tidak menjadi solusi ketika ada kendala pengiriman, selalu antara solusi dan jenis komplain ga nyambung. Komplain : kurir mengirimkan barang seenaknya jam 12 malam Tokopedia care : akan dilakukan pengecekan, barang dalam proses pengiriman, ujung²nya barang sudah terkirim. Sudah gt aja, ga nyambung antara komplain dan solusi. Rate hanya untuk penjual jadi tidak mungkin komplain dg rate. Harusnya ada rate juga buat kurir. Akhir kata TOKPED mangkin payah. 😂😂",Negatif
Saya pakek lazada. Ampun ngaret banget. Estimasi pengiriman barangnya tidak sesuai dengan waktu cekout. Jadi serasa dibohongi kalo pesan barang di aps ini.,Negatif
"Semenjak di update ke versi lebih tinggi, aplikasinya terasa berat banget padahal jaringan lancar, dulu jaringan lelet aja masih bisa nge buka dan lihat-lihat item, lah sekarang boro-boro, tolong dong aplikasi lazada nya di perbaiki kembali. Trimakasih.",Negatif
"kecewa banget sama tokped, aku beli baju dan dapet diskon pembelian pertama 55k uda seneng bgt, giliran uda dibayar malah langsung dicancel sama tokpednya dengan alasan diskon kebanyakan katanya curang, padahal aku emg baru buat akun dan baru pertama beli, parahnya lagi uang refundnya ga utuh kepotong potong, sampe ke rekening juga kepotong, kalo gini kan rugi aku, tau gitu dari awal gabeli disini.",Negatif
"Buka shopee siang tadi msh baik2 saja, malam gagal terbuka. Sudah saya update sampe hapus data masih kedip2 di layar promo 6.6. Harap dicek, terima kasih.",Negatif
"Saat pencarian tidak muncul semua, dan selalu berulang setelah scroll ke bawah namun tidak muncul produk yg lainnya. Tolong perbaiki ya. Saya coba search Nike, kesulitan setelah beberapa produk scroll kembali muncul produk yang sama.",Negatif
"kurir ekspedisinya malas-malas, dah sampai kota tujuan tapi dikirim ke alamat tujuannya 2 hari kemudian. ga hanya sekali duakali tigakali, tp sering. ga kaya si oyen ada garansi tepat waktu dan garcep-garcep semua.",Negatif
"Ongkirnya kemahalan,,, mau check out jadi males sekarang,,, kalau dulu enak diatas 300k gratis ongkir,,, sekarang boro boro",Negatif
"Saya hanya pembeli, baru² ini transaksi selalu gagal & dikembalikan. Waktu proses transaksi 6 kali, selalu keluar peringatan gangguan pada server. Saya chat ke CS Bukalapak, kata yang melayani, sistem mereka bagus gada gangguan. Saya disuruh abaikan peringatan itu & lakukan transaksi ulang, juga saya disuruh logout & login ulang. Tapi hasilnya tetap sama. Transaksi saya gagal & dikembalikan. Jadi apakah saya bisa kasih rating lebih dari 1 ⭐. Kalau bisa rating ½ ⭐ malah saya pilih itu 😀",Negatif
"Ketika saya sedang menggunakan aplikasi lain dan iklan lazada muncul dan memaksa saya utk membukanya, di situ lah saya merasa mood baik saya lsngsung hancur. Saya tidak keberatan dgn adanya iklan, tp jika selalu memaksa utk membukanya itu sungguh menyebalkan. Ingin rasanya lazada menghilang dari muka bumi",Negatif
"Langganan sudah 6tahunan baru kali ini bikin ilfil ga mau lagi belanja disini. Belanja foundation karna di imingi promo dapat primer. Tp yg datang hanya foundation. Di telp berkali kali cs nya nyusahin pembeli banget. Dan ga membantu sama skali. Di email, juga ga membantu banget jawabannya. Padahal hanya minta pesanan dikirim sesuai promo yg waktu itu berlangsung. Tp ga bisa katanya, dan mau refund pun juga ga boleh. Pelayanan yg buruk. Saya bener2 kapok dan nyesel beli MUFE foundation nya.",Negatif
"Saya kurangi bintangnya sekarang tambah lemot... Sebenarnya suku belanja di Shopee Akhir "" ini aplikasi tambah berat aja. barusan d update sekarang kembali lagi normal, saya tambah lagi bintang nya",Negatif
aplikasinya sih bagus maslah nya ketika pesanan kita tiba² di batalkan oleh sistem katanya dana telah di kembali kan dan berhasil saya cek dana yang di kambali belum masuk ini sudah 2 minggu tidak masuk² parah sih,Negatif
Saya sebenernya pelanggan setia tokopedia sejak lama. Tapi semakin kesini pengiriman rekomendasi tokopedia selalu mengalami keterlambatan. Bahkan beberapa kali harus pickup ke gerai ekpedisi. Tokopediacare juga slow respon... mohon maaf ya bintang 1 dulu,Negatif
"Lazada semakin gak jelas, masak lazz reward nya tiba² gak ada sama sekali.? Padahal saya sudah jalani misi tiap hari dg sellau belanja 5 item. Seharusnya kalo memang masa lazz reward habis, customer dikasih waktu untuk bisa klaim lazz reward yg sudah dijalani bukan malah tiba² ditiadakan. Kan sayang hanya tinggal klaim malah lazz reward tiba² menghilang. Sedih dan kecewa, jadi mikir auto uninstall jaa deh.",Negatif
"Sebenarnya saya sudah lama pake lazada, tapi cuma main gamenya doang wkwkwk😂 Lazada ini gak worth it untuk aku yang pemburu diskonan ini😁 soalnya pas saya pesan pake diskonan selalu dibatalin terus. Emang paling bener download lazada buat mainin gamenya doang.",Negatif
Saya suka sih karena banyak bonusan ongkir nya tapi saya gak suka sama kurir nya dari Lazada logistik saya tunggu barang nya malah di batalkan sama kurir nya padahal saya nunggu barang itu,Negatif
Oke. Tp sayangnya harga untuk memasang iklan nya terlalu mahal.,Negatif
Sangat meresahkan ini aplikasi..saya kehilangan duwit didana saya buat bayar tagihan dibukalapak..pada hal saya ngga pernah beli barang atau pinjam duwit dibukalapak..tapi saya harus bayar tagihan ya... Sangat meresahkan,Negatif
"GILA IKLANNYA, tiap klik barang yg dijual iklan,tiap digeser geser fotonya iklan., dah berapa banyak tuh iklan ? Makan tuh bintang 1",Negatif
Sangat membatu sekali apl olx.sudah cukup lama sekali saya menggunakan apl ini..dan hasil nya sangat membatu saya untuk bejualan online👍👍,Negatif
"Sekarang kenapa ga ada voucher gratis ongkirnya?? Sekarang Jadi males buat belanja di lazada , tolong dong voucher gratis ongkirnya dibalikin seperti dulu dan game nya terlalu memakan banyak waktu :(",Negatif
"Sangat mengecewakan sekali, disuruh bayar barang yang tidak sesuai dengan yang dipesan. Alias barang palsu. Harap ditutup toko yang tidak amanah atau penipuan dan pembodohan. Untung aja COD, ongkirnya kita bayar juga kepada kurirnya. kalau sampai bayar cash itu sudah merugikan setiap orang yang beli.",Negatif
"Sebenarnya suka & lumayan sering belanja dizalora krn kualitas barang ga perlu diragukan lagi. cuma knp skrng pengirimannya pakai SAP? mending kaya dulu aja deh pake first logistik... krn pengalaman saya 2x dikirim pake SAP,sangat mengecewakan. pengiriman lama & kurirnya suka nitip2in paket ke orang lain tanpa konfirmasi trlebih dahulu.",Negatif
Barusan saya sudah chekout dan sudah melakukan pembayaran via mbanking tapi tidak bisa upload bukti konfirmasi pembayaran manual dan status nya masih menunggu pembayaran tolong lah saya pihak zalora dibantu segera!!,Negatif
Perlu perbaikan di bagian penjualan barang ketika barang sudah diterima customer harusnya ada batas konfirmasi otomatis sehingga Dana penjualan bisa langsung terkirim ke seller setelah melewati batas masa konfirmasi. Apabila customer tidah meng klik penerimaan barang yang sudah terkirim dan diterima customer,Negatif
"Shopeeku error gatau kenapa, selalu balik ke logo shopee terus tiap dibuka. Padahal udah uninstal, instal lagi. Udah hapus cache, udah pake wifi kenceng, udah hapus penyimpanan tapi gaada perubahan. Padahal apk yang lainnya baik2 aja ngga rewel. Tolong, ini solusinya gimana?",Negatif
Bikin iklan aj susah bner iklan anda di tolak. Tidak sesuai aturan,Negatif
Barang jualan saya hilang tidak tau kemana. Di tulisan barang yg dijual pelapak ada 161 . Tapi yg tampil di beranda jualan cm 12 barang. Buka bantuan susahnya minta ampun buat live chat. Harus bagaimana? . Bukasend TIDAK BISA CETAK RESI. Padahal sebelum update bisa dan lancar.,Negatif
"Udah enak enak......eeeh ada iklannya..bolehlah diiklan,tapi jangan sampai ke 30 detik juga coy",Negatif
"Aplikasi paling jelek yang pernah saya pakai, promo gratis ongkir berkali² itu bohong. Proses tracking paket sangat susah, klaim untuk barang hilang sangat susah, formulir untuk klaimnya banyak bug sehingga tombol upload tidak bisa diklik. Padahal kita sudah bayar asuransi. PARAH. PERTAMA DAN TERAKHIR.",Negatif
"Hallo lazada tolong tambahin menu video dan live dong untuk para affiliate, biar pembeli nya banyak, kalau bagikan link ga ada yg beli soalnya temen sosmed nya itu itu aja, di wa, fb, ig semuanya sama. Karena kita bukan seleb jadi temennya ya orang terdekat aja. Tolong ditingkatkan lagi ya",Negatif
Kecewa saya ga pernah pakai buka lapak tp dana saya selalu ditarik katanya saya punya cicilan yg hrs di bayar padahal saya ga pernah ngutang terus bisa2 nya saya ga pernah nyantumin dana saya buat penarikan dana malah tiap ngisi dana pasti di sedot bukalapak katanya saya dah mendaftarkan kan otomatis padahal saya ga pernah daptar sekarang saya dirugikan,Negatif
"Saya suka belanja di Tokopedia karena banyak bagi2 voucher diskon. CUMA yang gak saya sukai jasa ekspedisinya kok lambat dan terkesan malas gitu yaa? Gak gercep. Saya juga agak menyayangkan beberapa seller yang lambat mengemas pesanan, bahkan ada yang sampe mau tiba waktu pembatalan otomatis, pesanan baru dikirim. Tolong dibenahi 2 hal ini : ekspedisi dan seller yang kurang gercep. Thanx.",Negatif
Bagus.. Tapi terlalu ngiklan... Masak mau atau pas buka apk yang lain tiba-tiba muncul iklan Shopee.. Kl gak mindah mindah sendiri ke Shopee.. Kan jadi greget🥲🙏,Negatif
Membantu. Akan tetapi klo cod biaya penanganan banyak sekali sekarang. Dan skrg pengiriman pake Shopee Xpress lama sekali. Lebih baik jnt,Negatif
"Proses pengembalian dana nya lama, padahal status klaimnya sudah disetujui tp diaplikasi bilang max tgl 8 sampe skrg belum ada pengembalian dana refund nya juga,",Negatif
"Terlalu banyak iklan muncul tiba tiba... Hp saya sering hank mati sendiri akibat sering SANGAT BANGET tiap 5 detik muncul terus iklan dr zalora... SAYA AKUI barang"" yg dijual emang bagus"" tp sayangnya kebanyakan iklan... KALO HP SAYA RUSAK APAKAH DR PIHAK ZALORA MAU GANTI?? Saya minta tolong dengan sangat amat sistemnya diperbaiki dan sukses terus tanpa ada hal sperti saya ini kedepanya... Terima kasih",Negatif
"sebenarmya terbantu dari dulu dengan olx,tapi semanjak muncul ???.. jadi kurang peminat. kalau bisa iklan gratisnya jangan di tenggelamkan kasihan penjual kecil2 terima kasih.",Negatif
"1 kata buat akun ini. RIBETTTTT🥴 Saya gabisa akses nmr lama, saya mau ganti nmr pake nmr baru. Sama appsnya disuruh atur pemulihkan akun saat saya isi nmr lain yg bisa dihubungi verifikasinya ke nmr yg lama lagi bukannya verifikasi ke email. hadohhhhh tolong diperbaiki lg dong. saya tau maksud apps ini agar akun kita aman tp ini jatohnya mempersulit harusnyakan kalau ada akun yg mau ganti nmr verifikasinya dibikin 2 opsi dong disarankan email juga seperti apps yg lain🙃🙃🙃",Negatif
"iklan force auto popup, buka aplikasi marketplace lain tanpa klik iklan, pada saat tekan tombol back dari aplikasi lain, aplikasi olx hilang / close.",Negatif
"kecewa bgt sama kebijakan baru ttg bebas pengembalian yang sangat merugikan penjual, karna pembeli bisa bebas seenakny mengembalikan barang padahal barang tidak ada kendala sama sekali, ini makin menunjukan shopee hanya pro ke pembeli dan mendzalimi penjual2 yg untung penjualannya juga ga seberapa",Negatif
Kecewa sama lazada 2024 karena saya pernah mengajukan pembmbalian barang kurang lengkap bukti foto dan video unboxing dari awal tapi tiba tiba ditolak tanpa alasan padahal pihak seller juga cuma diam tidak ada bukti barang dikirim lengkap ga nya cuma dari pihak lazadanya pelayanan lambat dan tiba² ditolak sejak saat itu saya kecewa belanja dilazada,Negatif
"udh pakai Tokopedia dari lama bahkan pernah jadi sellernya, tapi sekarang kecewa berat. kurir rekomendasi yang nyatanya gak saya rekomendasikan, barang jadi lama datang. Satu kota saja bisa 8 hari? WOW bgt kan? BAHKAN PAKET SAYA HILANG dengan menggunakan kurir rekomendasi!! complain juga gak ada tindakan, hanya bot saja... Pakai voucher seneng banget, tapi pas udh checkout dibatalin sepihak dari Tokopedia, kalau memang gak niat ngasih voucher g usah lah, kecewa banget",Negatif
"Kecewa iklan di tolak padahl sdh byr 99k baru berjalan setengh jalan,,hrsnya punya kebijakan untuk edit!! Iklannya dlm konteks yg sama loh",Negatif
"Pengalaman belanja terakhir, pengiriman sangat buruk. Order barang dari Malaysia sudah hampir sebulan belum dikirim. Status barang juga tidak di-update sejak tgl pertama order. Respon layanan pengaduan juga sangat buruk. Setiap saya tanya dijawab oleh robot dg kalimat yg sama, dicopas² saja jawabannya. Mending belanja di toko online lain daripada di sini, status order jelas dan seller juga mudah di hubungi. Di Zalora, jangan harap seperti itu.",Negatif
"Ini sangat buruk kmren ada oknum belanja make data saya di Blibli payment melalui kredivo,yg parahnya lgi kn biasanya kurir tahu dong ke alamat mana dikirim itu paket ? Di telpon malah disuruh lapor ke polisi harusnya kalian yg lapor bukan saya !!!",Negatif
"Kak kenapa akun saya ditahan ya mau login tidak bisa,padahal saya tidak pernah melakukan penipuan apapun,tiba tiba akun saya GK bisa masuk",Negatif
Kolom Diskusi jadi hilang. Ini bug ga pernah dibenerin. Diupdate terus malah jadi ada bug-nya. Botnya Cust Service juga mengecewakan. Pilihan laporan custom tidak ada. Jawabannya template semua.... Payah...,Negatif
"agak sedikit bingung, tapi bagus banyak voucher untuk pengguna baru.... tapi saya punya saran, apabila voucher sudah digunakan tapi karena satu dan lain hal maka di cancel pembeliannya, tolong sistemnya dibikin supaya vouchernya bisa balik lagi. sebab untuk pengguna baru biasanya kan suka bingung nah sayang kan kalau vouchernya kepakai tanpa sengaja alias hangus gara-gara dicancel / tidak sengaja kepencet produk yg tak ingin dibeli / belum mengerti cara-cara nya..... selebihnya ud bagus",Negatif
"Tadinya kasih bintang 5, tapi sekarang bintang 3 aja deh..sekarang poin belanjanya kenapa jadi kecil banget..belanja 900rb poinnya cuma 90. Kalau dulu kan belanja 900rb, poinnya 900 poin. Trus sekarang tuker voucher gak bisa 2500 n 5000 poin. Sebagai pelanggan dari tahun 2015 kecewa deh..Semoga bisa balik kayak sebelumnya lagi deh sistemnya...",Negatif
"Hati-hati kalo beli lewat sini. Kalo barangmu hilang pas pengiriman ga dapat ganti rugi. Ditanya kejelasan refund barang ilang malah digabur, mana gue yg harus aktif nanya. Sampe ulasan ini terkirim refund saya belum dibayarkan.",Negatif
"Sejauh ini blum pernah kecewa sih selama menggunakan aplikasi ini, cuma sangat di sayangkan untuk shopeepay letter sama shopee pinjamnya udh gak bisa di gunakan lagi 😁",Negatif
"Bukan kurang,tapi jelas gak suka dwngan tampilan baru bukalapak .. Setelah update,tampilan barunya bukan dibikin lebih mudah malah jadi ribet .. Sekarang,untuk mengelola transaksi aja harus klik bulak balik filter,gak kaya versi sebelumnya yang menurut saya sangat transparan (Semua ada di 1 halaman)ditambah adanya angka² goib yang slalu muncul ditransaksi tanpa ada penjelasan,jadi bisa di bilang angka transaksinya FAKE & membuat bingung para pelapak ! Update itu harusnya transparan & lebih baik",Negatif
Saya kecewa dengan Zalora pdhl saya langganan udah lama tapi baru sekarang saya kecewa harga dan ongkirnya gak sesuai sama yg tertera pas mo order harganya jadi berubah plus ongkirnya jadi mahal banget! Pdhl jelas2 di situ promonya super gratis ongkir ☹,Negatif
